start,finish,energy,point_id,vehicle_id,payment_id,pricing_id
'2018-06-07 23:05:31','2018-06-08 00:26:58',8.554,3324,13,2,3
'2018-06-07 23:26:06','2018-06-08 00:16:44',1.553,318,62,2,1
'2018-06-07 23:28:34','2018-06-08 01:26:35',8.015,20445,62,2,3
'2018-06-08 00:13:31','2018-06-08 02:51:59',13.934,20445,70,1,1
'2018-06-08 00:21:22','2018-06-08 02:03:25',7.384,6758,80,2,2
'2018-06-08 00:47:21','2018-06-08 05:50:51',16.159,315,32,2,3
'2018-06-08 01:46:16','2018-06-08 03:18:52',8.703,21022,54,2,3
'2018-06-08 01:52:59','2018-06-08 02:53:32',1.852,312,6,1,1
'2018-06-08 01:53:28','2018-06-08 05:48:03',12.84,12604,81,2,2
'2018-06-08 02:10:20','2018-06-08 04:29:14',12.009,73441,46,2,2
'2018-06-08 02:16:33','2018-06-08 04:41:06',8.143,6669,78,2,2
'2018-06-08 02:28:36','2018-06-08 02:54:32',2.719,315,38,1,1
'2018-06-08 03:05:04','2018-06-08 14:37:03',13.999,21011,38,2,1
'2018-06-08 03:05:58','2018-06-08 04:22:28',8.194,146500,80,1,1
'2018-06-08 03:06:25','2018-06-08 05:15:43',13.088,328,6,2,2
'2018-06-08 03:08:23','2018-06-08 04:33:34',9.157,22503,3,2,1
'2018-06-08 04:11:18','2018-06-08 16:38:36',14.336,20004,84,2,1
'2018-06-08 04:15:26','2018-06-08 06:26:00',6.564,6758,4,1,1
'2018-06-08 04:20:14','2018-06-08 06:35:07',13.156,12555,87,2,1
'2018-06-08 05:18:43','2018-06-08 13:29:23',13.396,20577,45,1,3
'2018-06-08 05:43:40','2018-06-08 14:57:31',14.075,20436,35,1,3
'2018-06-08 06:09:54','2018-06-08 06:55:09',4.564,20650,47,1,3
'2018-06-08 06:17:40','2018-06-08 06:39:47',2.305,22503,16,2,1
'2018-06-08 11:51:44','2018-06-08 15:45:26',11.634,20413,79,2,1
'2018-06-08 13:13:38','2018-06-08 15:58:32',14.768,312,91,2,2
'2018-06-08 13:54:00','2018-06-08 15:15:54',4.013,20552,40,1,3
'2018-06-08 13:55:02','2018-06-08 17:45:22',14.74,166575,35,2,3
'2018-06-08 14:12:30','2018-06-08 15:22:13',3.28,91342,72,1,3
'2018-06-08 14:12:46','2018-06-08 15:07:49',2.471,6665,57,2,3
'2018-06-08 14:33:59','2018-06-09 00:08:59',13.54,20623,66,2,2
'2018-06-08 14:39:25','2018-06-08 16:59:58',7.266,253379,36,2,3
'2018-06-08 14:46:30','2018-06-08 22:11:16',5.985,21022,60,1,1
'2018-06-08 14:51:06','2018-06-08 15:51:24',2.06,20573,63,2,2
'2018-06-08 14:57:07','2018-06-08 22:39:02',16.5,20407,49,1,2
'2018-06-08 15:00:59','2018-06-08 19:55:12',10.28,20413,10,1,1
'2018-06-08 15:01:31','2018-06-08 23:21:15',15.159,21120,63,2,1
'2018-06-08 15:08:17','2018-06-08 18:11:49',6.525,20377,26,2,3
'2018-06-08 15:12:19','2018-06-09 02:04:30',17.397,21046,42,2,1
'2018-06-08 15:15:18','2018-06-08 23:14:41',19.725,75111,55,1,2
'2018-06-08 15:20:23','2018-06-08 18:21:28',6.145,20660,35,2,2
'2018-06-08 15:23:32','2018-06-08 17:39:29',5.133,12604,74,1,2
'2018-06-08 15:23:36','2018-06-08 20:56:58',11.618,253379,58,2,1
'2018-06-08 15:24:34','2018-06-08 18:45:24',8.828,332,80,2,2
'2018-06-08 15:26:06','2018-06-08 21:00:05',12.242,6666,36,2,3
'2018-06-08 15:29:16','2018-06-08 16:04:24',1.87,20445,88,2,1
'2018-06-08 15:35:22','2018-06-08 17:29:30',4.888,75111,37,1,1
'2018-06-08 15:37:51','2018-06-08 17:24:58',3.127,73441,40,1,1
'2018-06-08 15:47:03','2018-06-08 18:46:05',6.102,318,51,2,3
'2018-06-08 15:47:05','2018-06-08 23:47:08',18.05,287,62,1,2
'2018-06-08 15:52:55','2018-06-08 19:48:21',7.215,20001,23,1,2
'2018-06-08 15:53:04','2018-06-08 18:47:31',4.121,314,81,2,2
'2018-06-08 16:12:32','2018-06-08 22:09:37',7.31,6665,44,1,1
'2018-06-08 16:12:33','2018-06-09 01:52:10',15.973,20382,26,2,2
'2018-06-08 16:18:36','2018-06-08 17:53:22',3.014,20377,59,2,2
'2018-06-08 16:22:49','2018-06-08 19:58:29',6.129,322,13,1,2
'2018-06-08 16:27:32','2018-06-08 18:06:50',2.704,52475,3,2,2
'2018-06-08 16:34:34','2018-06-08 20:57:16',8.16,20321,32,2,3
'2018-06-08 16:38:40','2018-06-08 21:26:40',7.865,21073,45,1,1
'2018-06-08 16:50:42','2018-06-08 23:52:17',12.577,75111,22,1,2
'2018-06-08 16:56:35','2018-06-08 18:07:31',1.951,3323,50,2,1
'2018-06-08 17:02:48','2018-06-09 01:13:05',18.657,75111,62,2,3
'2018-06-08 17:03:26','2018-06-09 02:05:35',12.231,3327,33,1,3
'2018-06-08 17:21:00','2018-06-08 23:25:35',12.725,259,26,1,2
'2018-06-08 17:32:40','2018-06-09 01:09:43',18.156,146500,48,1,1
'2018-06-08 17:34:41','2018-06-08 20:29:43',4.677,3415,20,1,1
'2018-06-08 17:42:11','2018-06-09 00:04:29',10.184,20321,86,1,1
'2018-06-08 18:06:44','2018-06-08 19:03:10',1.44,109229,10,1,1
'2018-06-08 18:08:33','2018-06-08 20:25:56',4.233,324,65,2,3
'2018-06-08 18:15:12','2018-06-09 02:17:56',13.983,21011,18,1,2
'2018-06-08 18:51:04','2018-06-08 23:59:29',13.909,20407,78,1,2
'2018-06-08 18:55:30','2018-06-08 19:46:00',1.283,21120,67,1,1
'2018-06-08 19:13:43','2018-06-08 19:38:24',0.901,20436,16,2,1
'2018-06-08 19:18:34','2018-06-09 00:47:45',13.336,232177,34,1,3
'2018-06-08 19:49:47','2018-06-08 22:28:58',5.966,277,76,1,3
'2018-06-08 19:56:07','2018-06-09 00:34:47',12.169,91283,82,1,2
'2018-06-08 20:02:09','2018-06-08 21:18:31',2.092,315,76,1,1
'2018-06-08 20:04:47','2018-06-08 23:35:32',6.785,322,84,1,2
'2018-06-08 20:12:21','2018-06-08 22:24:10',2.616,21014,39,1,2
'2018-06-08 20:52:47','2018-06-08 21:32:27',1.635,6664,6,2,3
'2018-06-08 21:15:35','2018-06-08 23:15:58',8.932,86,74,1,3
'2018-06-08 21:30:23','2018-06-08 22:26:13',1.564,16161,65,1,1
'2018-06-08 22:04:35','2018-06-08 22:55:01',1.528,20375,30,2,2
'2018-06-08 22:44:18','2018-06-09 01:05:50',6.045,20101,59,2,2
'2018-06-08 23:00:44','2018-06-09 00:03:26',6.124,20600,45,2,3
'2018-06-08 23:57:06','2018-06-09 05:28:18',16.124,133929,13,1,2
'2018-06-09 00:00:52','2018-06-09 00:39:01',3.723,3968,14,2,2
'2018-06-09 00:09:56','2018-06-09 02:16:53',6.109,133928,58,1,2
'2018-06-09 00:36:07','2018-06-09 03:13:16',13.899,20646,4,1,1
'2018-06-09 00:49:06','2018-06-09 03:08:32',12.853,24727,85,2,2
'2018-06-09 00:54:15','2018-06-09 03:20:14',11.84,20577,44,1,3
'2018-06-09 01:00:17','2018-06-09 03:28:07',13.798,20053,5,2,1
'2018-06-09 01:11:40','2018-06-09 13:16:24',16.824,20377,75,2,3
'2018-06-09 01:20:21','2018-06-09 05:27:29',14.102,20573,88,1,3
'2018-06-09 01:29:29','2018-06-09 03:22:28',10.149,73817,52,2,1
'2018-06-09 01:43:04','2018-06-09 03:49:37',6.049,3415,86,2,3
'2018-06-09 01:56:47','2018-06-09 17:49:54',41.911,21046,57,2,2
'2018-06-09 02:26:44','2018-06-09 05:45:59',11.016,21046,21,2,1
'2018-06-09 02:42:39','2018-06-09 04:53:05',13.166,3323,46,1,3
'2018-06-09 03:00:59','2018-06-09 05:16:00',6.675,109090,55,1,3
'2018-06-09 03:20:27','2018-06-09 05:32:51',6.699,6758,7,1,1
'2018-06-09 03:37:52','2018-06-09 04:26:07',4.799,20382,43,1,1
'2018-06-09 04:25:19','2018-06-09 04:57:29',3.357,176880,72,1,2
'2018-06-09 04:46:10','2018-06-09 05:23:44',3.614,3326,62,1,2
'2018-06-09 05:03:40','2018-06-09 08:46:42',23.303,20764,3,2,2
'2018-06-09 05:22:53','2018-06-09 05:39:30',1.61,281,51,1,2
'2018-06-09 06:08:41','2018-06-09 11:10:47',30.957,180674,43,1,1
'2018-06-09 11:27:14','2018-06-09 13:37:47',6.652,143775,88,2,1
'2018-06-09 14:50:16','2018-06-09 15:26:46',3.159,277,36,2,3
'2018-06-09 14:54:58','2018-06-09 19:24:34',27.201,333,10,1,3
'2018-06-09 15:07:16','2018-06-09 15:40:41',0.814,91342,64,2,2
'2018-06-09 15:19:56','2018-06-09 18:38:16',0.59,21019,49,1,1
'2018-06-09 15:40:39','2018-06-09 16:12:53',3.395,20660,91,1,2
'2018-06-09 15:44:28','2018-06-09 19:18:15',14.105,281,41,1,2
'2018-06-09 16:35:59','2018-06-09 18:50:13',6.919,20646,63,1,2
'2018-06-09 16:45:15','2018-06-09 18:51:36',12.881,143775,87,2,3
'2018-06-09 16:55:51','2018-06-09 19:04:49',13.066,12555,35,1,2
'2018-06-09 17:10:24','2018-06-09 18:25:16',7.999,146500,35,1,2
'2018-06-09 17:37:08','2018-06-09 18:41:26',3.426,300,79,2,1
'2018-06-09 17:37:26','2018-06-09 20:07:33',7.676,331,44,1,1
'2018-06-09 17:42:16','2018-06-09 19:16:42',4.616,21057,84,2,1
'2018-06-09 18:00:53','2018-06-09 22:47:34',28.703,44239,7,2,1
'2018-06-09 18:31:47','2018-06-09 20:19:45',5.744,143775,67,2,1
'2018-06-09 18:37:38','2018-06-10 00:54:06',14.1,332,66,2,3
'2018-06-09 18:51:50','2018-06-09 20:06:26',4.093,300,52,1,2
'2018-06-09 18:57:09','2018-06-09 19:42:28',4.459,20531,50,1,3
'2018-06-09 19:17:32','2018-06-09 23:08:47',14.01,20623,64,1,1
'2018-06-09 19:44:56','2018-06-09 20:26:51',1.27,311,40,1,2
'2018-06-09 19:53:10','2018-06-09 20:32:54',4.024,20785,52,1,2
'2018-06-09 20:40:30','2018-06-09 21:03:29',2.42,190,47,1,2
'2018-06-09 21:15:21','2018-06-09 22:07:38',5.638,21019,14,2,2
'2018-06-09 22:03:09','2018-06-10 01:05:55',15.512,20436,14,1,3
'2018-06-09 22:31:39','2018-06-10 03:20:26',13.898,21064,25,1,2
'2018-06-09 23:11:03','2018-06-10 01:29:33',13.894,3968,22,2,2
'2018-06-09 23:49:39','2018-06-10 01:06:21',8.054,12604,67,2,1
'2018-06-10 00:20:55','2018-06-10 02:32:39',13.606,318,34,2,1
'2018-06-10 02:17:10','2018-06-10 08:31:51',37.32,180674,12,2,2
'2018-06-10 03:41:50','2018-06-10 12:55:41',16.53,52475,27,1,2
'2018-06-10 04:25:54','2018-06-10 12:26:00',32.912,259,51,1,3
'2018-06-10 14:41:59','2018-06-10 18:36:39',13.955,20445,72,2,2
'2018-06-10 14:51:55','2018-06-10 19:30:07',28.612,92122,14,1,1
'2018-06-10 17:28:21','2018-06-10 19:40:33',7.587,15627,62,1,2
'2018-06-10 18:32:40','2018-06-10 22:17:20',1.62,180674,9,1,1
'2018-06-10 18:38:57','2018-06-10 20:37:33',12.119,20004,31,2,3
'2018-06-10 18:39:34','2018-06-10 20:01:12',4.476,6669,60,2,3
'2018-06-10 18:43:41','2018-06-10 19:15:35',3.221,3327,88,1,1
'2018-06-10 18:45:28','2018-06-10 19:16:27',3.001,330,5,1,2
'2018-06-10 19:33:21','2018-06-10 21:05:33',9.08,180674,15,1,3
'2018-06-10 20:36:39','2018-06-10 21:27:12',5.395,20577,91,2,2
'2018-06-10 20:47:00','2018-06-11 00:05:56',13.924,333,24,2,3
'2018-06-10 21:05:55','2018-06-11 00:28:24',13.97,3968,72,2,2
'2018-06-10 22:01:14','2018-06-11 01:43:10',11.84,184,27,2,1
'2018-06-10 22:13:29','2018-06-11 03:11:43',13.933,329,39,2,1
'2018-06-10 22:59:20','2018-06-10 23:40:42',3.979,330,25,1,1
'2018-06-10 23:40:35','2018-06-11 00:30:58',4.954,184,73,1,1
'2018-06-10 23:42:00','2018-06-11 01:47:46',6.449,6663,9,1,3
'2018-06-11 00:27:29','2018-06-11 02:31:52',12.763,21114,26,1,2
'2018-06-11 00:37:17','2018-06-11 00:48:23',0.972,332,52,1,3
'2018-06-11 00:41:10','2018-06-11 03:02:06',13.338,20764,29,1,3
'2018-06-11 00:41:19','2018-06-11 03:23:52',10.882,20375,50,1,2
'2018-06-11 01:50:13','2018-06-11 13:21:01',14.073,333,38,2,2
'2018-06-11 01:51:23','2018-06-11 06:21:11',25.509,314,5,1,2
'2018-06-11 02:10:13','2018-06-11 04:22:38',6.143,20608,70,1,3
'2018-06-11 04:01:26','2018-06-11 09:06:22',16.447,21114,2,1,1
'2018-06-11 04:18:00','2018-06-11 04:54:35',3.561,6668,3,1,3
'2018-06-11 04:55:48','2018-06-11 07:18:22',13.779,12555,29,1,1
'2018-06-11 05:39:22','2018-06-11 08:42:52',18.518,133928,77,1,2
'2018-06-11 07:05:12','2018-06-11 07:40:24',3.749,73441,44,1,3
'2018-06-11 07:39:45','2018-06-11 08:40:34',6.571,73817,6,1,1
'2018-06-11 11:53:10','2018-06-11 15:52:30',11.629,20303,33,2,2
'2018-06-11 13:54:18','2018-06-11 20:37:01',16.639,20382,52,2,2
'2018-06-11 13:57:18','2018-06-11 18:25:08',17.176,20588,15,2,2
'2018-06-11 14:27:29','2018-06-11 15:07:04',1.014,20646,23,2,3
'2018-06-11 14:36:59','2018-06-11 23:50:50',2.828,314,24,1,1
'2018-06-11 14:37:03','2018-06-12 00:07:47',17.383,334,7,1,3
'2018-06-11 14:42:56','2018-06-11 21:04:07',15.408,6663,83,1,2
'2018-06-11 15:01:45','2018-06-11 17:16:47',6.174,324,12,1,3
'2018-06-11 15:03:36','2018-06-11 18:16:05',6.187,259,45,2,3
'2018-06-11 15:07:20','2018-06-11 23:45:15',20.517,6758,23,2,2
'2018-06-11 15:09:29','2018-06-11 17:51:08',4.892,21057,19,2,3
'2018-06-11 15:15:21','2018-06-11 16:45:15',4.461,20588,77,1,1
'2018-06-11 15:16:44','2018-06-11 23:50:23',21.026,166575,36,1,1
'2018-06-11 15:19:57','2018-06-11 19:00:45',10.325,20660,28,1,1
'2018-06-11 15:20:55','2018-06-11 23:39:19',2.351,259,91,2,3
'2018-06-11 15:22:37','2018-06-12 00:05:32',20.465,21014,8,2,2
'2018-06-11 15:28:19','2018-06-11 20:49:00',4.583,20101,45,1,1
'2018-06-11 15:39:29','2018-06-11 19:07:26',8.656,332,45,1,2
'2018-06-11 15:41:12','2018-06-11 17:49:49',4.134,133929,43,1,3
'2018-06-11 15:43:24','2018-06-12 00:56:28',14.014,20303,42,2,2
'2018-06-11 15:45:16','2018-06-11 19:55:30',8.799,329,34,1,2
'2018-06-11 15:47:47','2018-06-11 23:49:46',12.712,21073,67,2,1
'2018-06-11 15:49:05','2018-06-12 00:07:19',19.645,312,75,2,2
'2018-06-11 15:53:51','2018-06-11 19:22:32',7.681,21019,84,2,1
'2018-06-11 16:04:01','2018-06-11 16:37:38',0.821,6666,73,2,3
'2018-06-11 16:05:09','2018-06-11 20:25:41',8.644,15689,84,2,3
'2018-06-11 16:23:42','2018-06-11 20:57:42',9.285,6768,12,2,2
'2018-06-11 16:23:52','2018-06-11 23:31:19',9.336,315,18,2,3
'2018-06-11 16:26:26','2018-06-11 23:49:53',13.879,20608,26,1,1
'2018-06-11 16:29:11','2018-06-11 22:02:45',10.715,20407,20,2,1
'2018-06-11 16:31:35','2018-06-12 00:59:32',13.962,20650,80,1,1
'2018-06-11 16:47:55','2018-06-11 20:23:16',6.291,12628,82,1,1
'2018-06-11 16:47:56','2018-06-11 23:57:48',8.855,20644,40,1,3
'2018-06-11 16:56:34','2018-06-12 00:25:25',13.909,6668,9,2,3
'2018-06-11 16:56:35','2018-06-11 17:54:58',1.636,20294,75,2,2
'2018-06-11 17:01:20','2018-06-11 21:20:56',7.507,21064,7,2,2
'2018-06-11 17:14:19','2018-06-12 02:14:36',13.977,21019,3,1,2
'2018-06-11 17:17:46','2018-06-12 00:19:56',14.78,143775,74,1,3
'2018-06-11 17:20:20','2018-06-12 01:53:00',13.958,21114,58,1,3
'2018-06-11 17:23:10','2018-06-11 20:09:00',5.002,91283,17,2,3
'2018-06-11 17:44:36','2018-06-11 20:11:42',4.546,20623,67,1,1
'2018-06-11 18:12:26','2018-06-11 21:37:44',5.932,21120,29,2,3
'2018-06-11 19:01:00','2018-06-11 23:19:53',7.512,190,65,2,2
'2018-06-11 19:29:44','2018-06-11 22:10:26',6.161,20616,62,2,2
'2018-06-11 19:35:19','2018-06-11 21:13:13',2.921,73817,83,2,1
'2018-06-11 20:24:03','2018-06-12 00:19:41',7.77,324,90,1,2
'2018-06-11 20:35:59','2018-06-11 21:00:16',0.691,20616,65,2,1
'2018-06-11 20:36:14','2018-06-12 00:15:31',8.991,20588,42,2,3
'2018-06-11 20:40:48','2018-06-12 00:32:13',9.738,20101,82,1,1
'2018-06-11 20:51:27','2018-06-11 21:58:50',2.07,20597,29,1,3
'2018-06-11 21:22:55','2018-06-12 00:51:02',10.225,314,87,1,2
'2018-06-11 21:29:06','2018-06-11 23:12:17',4.302,73817,67,1,2
'2018-06-11 21:51:53','2018-06-12 00:08:05',9.495,15627,38,1,3
'2018-06-11 21:56:00','2018-06-11 23:57:46',9.11,20650,77,1,3
'2018-06-11 22:56:49','2018-06-12 03:28:07',14.445,314,23,1,3
'2018-06-11 23:13:22','2018-06-12 03:08:13',12.149,20514,55,1,3
'2018-06-11 23:48:34','2018-06-12 00:23:30',1.905,91342,66,1,3
'2018-06-11 23:52:00','2018-06-12 01:01:44',4.682,20375,50,2,1
'2018-06-12 00:13:29','2018-06-12 02:43:37',13.894,20600,72,1,1
'2018-06-12 00:22:18','2018-06-12 05:33:01',16.313,12601,45,1,2
'2018-06-12 00:41:47','2018-06-12 06:01:18',16.955,109229,88,2,2
'2018-06-12 00:50:53','2018-06-12 03:09:12',7.062,184,2,1,2
'2018-06-12 01:11:14','2018-06-12 01:34:16',0.714,21011,41,1,1
'2018-06-12 01:22:07','2018-06-12 03:27:24',12.326,285,48,2,2
'2018-06-12 01:45:24','2018-06-12 03:13:47',4.221,12601,49,2,1
'2018-06-12 01:48:54','2018-06-12 03:43:17',11.253,146500,22,2,3
'2018-06-12 02:01:40','2018-06-12 03:35:55',5.132,6776,83,2,1
'2018-06-12 02:06:46','2018-06-12 13:02:53',14.065,143775,59,2,3
'2018-06-12 02:11:12','2018-06-12 04:02:51',11.164,21073,41,2,2
'2018-06-12 02:48:45','2018-06-12 03:16:51',2.68,285,3,2,2
'2018-06-12 02:56:47','2018-06-12 03:50:46',4.64,20321,71,1,3
'2018-06-12 03:26:31','2018-06-12 04:09:44',4.467,133928,17,1,2
'2018-06-12 03:44:39','2018-06-12 06:02:06',13.568,146500,13,1,2
'2018-06-12 04:05:20','2018-06-12 06:18:04',6.598,20321,38,2,3
'2018-06-12 04:09:44','2018-06-12 04:49:42',3.79,20597,57,1,3
'2018-06-12 06:54:49','2018-06-12 20:48:43',43.605,21011,15,2,3
'2018-06-12 11:53:02','2018-06-12 15:53:37',11.685,20644,37,1,2
'2018-06-12 13:24:23','2018-06-12 13:55:42',3.064,21094,14,1,1
'2018-06-12 13:52:12','2018-06-12 22:55:18',13.98,24727,32,1,1
'2018-06-12 14:01:35','2018-06-12 18:43:24',14.957,6666,15,1,1
'2018-06-12 14:03:55','2018-06-12 15:23:49',6.559,287,83,2,2
'2018-06-12 14:20:19','2018-06-12 15:28:37',3.013,20375,88,1,2
'2018-06-12 14:36:42','2018-06-12 15:25:30',3.973,20623,55,2,1
'2018-06-12 14:41:46','2018-06-12 15:39:56',5.036,16161,67,2,1
'2018-06-12 14:50:02','2018-06-12 17:44:27',7.059,52475,58,1,2
'2018-06-12 14:58:08','2018-06-12 19:13:25',9.161,16134,38,1,2
'2018-06-12 14:58:12','2018-06-12 20:59:53',14.017,33433,33,1,3
'2018-06-12 14:59:30','2018-06-12 16:51:43',4.029,20001,29,1,2
'2018-06-12 15:01:24','2018-06-12 22:52:45',19.146,20573,83,2,2
'2018-06-12 15:04:50','2018-06-13 01:17:09',2.171,281,46,2,2
'2018-06-12 15:06:46','2018-06-12 15:56:24',2.135,12628,84,1,1
'2018-06-12 15:07:12','2018-06-12 17:23:00',4.774,3327,69,1,1
'2018-06-12 15:10:26','2018-06-12 22:40:16',16.246,20382,28,2,1
'2018-06-12 15:12:48','2018-06-12 18:29:42',6.429,190,67,2,3
'2018-06-12 15:16:06','2018-06-12 20:21:15',11.97,20660,49,1,3
'2018-06-12 15:16:31','2018-06-12 19:10:43',7.752,20053,29,2,1
'2018-06-12 15:18:19','2018-06-12 17:16:47',4.981,21057,75,2,3
'2018-06-12 15:20:40','2018-06-12 16:46:42',3.463,12604,38,1,2
'2018-06-12 15:22:04','2018-06-12 17:08:08',4.9,3415,80,2,2
'2018-06-12 15:26:53','2018-06-12 18:56:00',6.861,26375,47,2,1
'2018-06-12 15:29:41','2018-06-12 21:57:11',12.135,20552,1,2,3
'2018-06-12 15:31:14','2018-06-12 19:12:45',7.386,20377,15,1,3
'2018-06-12 15:42:12','2018-06-12 22:14:53',13.885,108814,63,1,1
'2018-06-12 15:47:07','2018-06-12 19:43:13',8.303,73817,11,2,3
'2018-06-12 16:01:14','2018-06-12 22:54:23',12.196,52475,42,1,1
'2018-06-12 16:02:06','2018-06-13 00:38:16',14.014,20660,80,2,2
'2018-06-12 16:03:29','2018-06-13 01:35:30',13.81,330,68,1,1
'2018-06-12 16:04:43','2018-06-13 00:58:21',12.31,292,86,2,2
'2018-06-12 16:15:22','2018-06-12 20:32:22',7.127,232177,73,2,3
'2018-06-12 16:19:46','2018-06-12 19:31:52',6.052,133929,26,2,1
'2018-06-12 16:28:59','2018-06-12 23:46:27',8.897,277,79,1,1
'2018-06-12 16:34:14','2018-06-12 17:38:12',1.777,21057,35,2,2
'2018-06-12 16:49:02','2018-06-12 19:08:20',3.793,20608,64,2,2
'2018-06-12 16:50:21','2018-06-12 21:55:37',10.179,3324,65,1,2
'2018-06-12 17:15:28','2018-06-12 22:06:09',7.863,73817,15,1,3
'2018-06-12 17:17:21','2018-06-12 22:24:54',11.176,3323,19,1,1
'2018-06-12 17:26:41','2018-06-13 00:38:10',13.945,21046,15,1,1
'2018-06-12 17:33:39','2018-06-12 19:04:52',2.875,33433,47,2,2
'2018-06-12 17:36:10','2018-06-12 18:45:03',2.004,20101,21,2,1
'2018-06-12 17:36:20','2018-06-12 23:14:42',10.766,75111,66,1,1
'2018-06-12 18:52:58','2018-06-12 20:28:43',3.472,3323,87,2,1
'2018-06-12 19:13:55','2018-06-12 19:51:08',1.218,12628,86,1,2
'2018-06-12 19:17:33','2018-06-12 23:57:44',14.709,330,34,1,2
'2018-06-12 19:25:17','2018-06-12 22:27:55',4.88,21094,78,1,3
'2018-06-12 19:31:24','2018-06-12 23:42:10',8.461,133928,38,2,2
'2018-06-12 19:31:42','2018-06-12 23:13:52',6.922,20001,14,2,2
'2018-06-12 20:15:28','2018-06-12 20:55:59',1.446,20623,28,1,2
'2018-06-12 20:59:40','2018-06-12 22:51:19',9.763,331,31,1,3
'2018-06-12 21:24:13','2018-06-12 23:35:32',7.032,21057,18,2,2
'2018-06-12 22:45:59','2018-06-13 00:31:35',5.346,133928,30,1,1
'2018-06-12 23:04:28','2018-06-13 00:29:46',7.55,20573,43,2,3
'2018-06-12 23:33:04','2018-06-13 01:03:58',9.436,6951,37,2,1
'2018-06-13 00:37:15','2018-06-13 05:38:58',16.54,180674,71,1,3
'2018-06-13 00:51:50','2018-06-13 03:25:00',16.51,20678,39,2,3
'2018-06-13 01:03:11','2018-06-13 01:13:42',0.756,44239,68,1,1
'2018-06-13 01:13:32','2018-06-13 04:46:43',11.429,20623,54,1,1
'2018-06-13 01:41:55','2018-06-13 01:50:36',0.829,109229,13,2,2
'2018-06-13 01:46:08','2018-06-13 04:38:47',9.472,3326,11,1,2
'2018-06-13 01:47:44','2018-06-13 03:48:07',11.758,24727,46,2,3
'2018-06-13 01:51:18','2018-06-13 04:00:06',12.471,20375,91,1,1
'2018-06-13 02:07:47','2018-06-13 03:56:01',11.242,20608,67,1,3
'2018-06-13 02:12:34','2018-06-13 05:18:02',18.649,21057,11,1,2
'2018-06-13 02:36:27','2018-06-13 03:39:57',4.525,33433,29,2,3
'2018-06-13 03:10:10','2018-06-13 05:15:48',5.757,20407,45,2,2
'2018-06-13 03:27:26','2018-06-13 04:15:30',4.715,12628,42,1,1
'2018-06-13 03:28:54','2018-06-13 05:05:27',4.654,6664,55,2,3
'2018-06-13 03:45:52','2018-06-13 04:23:34',3.409,292,30,2,2
'2018-06-13 03:49:39','2018-06-13 05:58:14',12.682,21064,50,2,3
'2018-06-13 03:52:29','2018-06-13 06:01:44',6.607,20552,5,1,2
'2018-06-13 04:02:21','2018-06-13 06:04:07',12.817,20382,58,1,1
'2018-06-13 05:30:57','2018-06-13 07:38:34',12.66,20678,27,2,2
'2018-06-13 06:21:29','2018-06-13 08:10:26',10.994,20531,24,1,1
'2018-06-13 07:40:40','2018-06-13 09:45:58',6.209,108814,59,1,3
'2018-06-13 11:42:23','2018-06-13 15:34:02',11.738,20303,65,1,2
'2018-06-13 12:48:40','2018-06-13 13:08:18',2.07,20644,8,1,1
'2018-06-13 13:46:35','2018-06-13 14:45:57',5.732,20623,87,2,3
'2018-06-13 13:51:52','2018-06-13 15:03:28',5.622,24727,30,1,1
'2018-06-13 14:11:03','2018-06-13 18:18:12',14.004,20382,46,2,2
'2018-06-13 14:16:32','2018-06-13 15:11:45',2.478,21073,57,1,1
'2018-06-13 14:37:22','2018-06-13 15:39:29',4.909,20646,86,1,2
'2018-06-13 14:51:21','2018-06-13 18:49:29',9.134,21058,87,2,1
'2018-06-13 14:52:33','2018-06-13 18:38:08',9.119,21022,29,1,2
'2018-06-13 14:53:47','2018-06-13 16:53:58',5.568,331,86,1,3
'2018-06-13 14:54:33','2018-06-13 18:05:59',6.712,21073,63,2,3
'2018-06-13 14:55:07','2018-06-13 23:22:02',16.509,20588,41,2,3
'2018-06-13 15:05:20','2018-06-13 17:25:17',7.451,92122,56,1,3
'2018-06-13 15:06:35','2018-06-13 15:43:52',0.941,20764,42,1,3
'2018-06-13 15:16:45','2018-06-13 18:29:07',7.861,3415,62,1,3
'2018-06-13 15:23:26','2018-06-13 17:10:53',4.307,44239,86,2,1
'2018-06-13 15:24:32','2018-06-13 22:11:48',12.314,20588,36,2,2
'2018-06-13 15:25:17','2018-06-13 22:05:59',16.574,21022,25,2,2
'2018-06-13 15:26:42','2018-06-13 23:25:44',13.471,190,55,2,2
'2018-06-13 15:27:34','2018-06-13 22:51:40',21.186,12555,35,2,1
'2018-06-13 15:27:42','2018-06-13 16:17:40',2.321,20377,28,1,2
'2018-06-13 15:30:27','2018-06-13 18:09:10',4.861,20650,77,2,2
'2018-06-13 15:38:52','2018-06-13 17:30:55',4.732,3415,84,2,2
'2018-06-13 15:40:49','2018-06-13 23:32:39',21.601,20303,26,1,3
'2018-06-13 15:41:51','2018-06-13 22:25:38',15.978,20616,16,2,2
'2018-06-13 15:43:11','2018-06-13 17:44:30',4.969,21019,62,1,3
'2018-06-13 15:45:34','2018-06-13 19:43:07',9.414,259,60,2,1
'2018-06-13 15:46:18','2018-06-14 00:22:37',14.054,21011,79,2,2
'2018-06-13 16:03:46','2018-06-13 21:14:23',8.983,20999,31,2,3
