start,finish,energy,point_id,vehicle_id,payment_id,pricing_id
'2018-07-24 15:58:09','2018-07-24 20:15:52',13.903,332,55,2,2
'2018-07-24 16:01:13','2018-07-24 16:19:47',1.616,92122,59,1,2
'2018-07-24 16:08:21','2018-07-24 18:03:20',5.838,3323,56,1,2
'2018-07-24 16:14:34','2018-07-24 17:45:45',4.174,21046,60,1,3
'2018-07-24 16:15:38','2018-07-24 20:29:00',15.143,300,75,1,3
'2018-07-24 16:22:57','2018-07-24 17:34:40',2.224,133929,36,1,1
'2018-07-24 16:29:37','2018-07-24 18:58:21',8.044,21064,71,1,2
'2018-07-24 16:31:03','2018-07-25 01:03:15',6.531,20558,65,2,2
'2018-07-24 16:31:48','2018-07-25 00:27:15',10.251,6669,83,1,3
'2018-07-24 16:35:06','2018-07-24 19:54:01',19.018,20660,57,2,1
'2018-07-24 16:37:12','2018-07-24 20:49:38',13.913,20294,15,1,1
'2018-07-24 16:43:11','2018-07-24 17:35:54',2.172,317,48,2,1
'2018-07-24 16:48:21','2018-07-24 23:27:34',17.209,314,70,1,1
'2018-07-24 16:53:08','2018-07-24 22:33:24',11.65,12628,29,2,3
'2018-07-24 16:56:41','2018-07-24 19:08:07',4.653,20616,90,1,1
'2018-07-24 16:59:05','2018-07-24 19:05:22',7.54,322,49,2,3
'2018-07-24 17:05:59','2018-07-24 19:20:15',10.473,21073,80,1,2
'2018-07-24 17:27:46','2018-07-24 20:12:24',4.118,20375,22,1,1
'2018-07-24 18:14:46','2018-07-25 00:38:35',19.921,317,28,2,2
'2018-07-24 18:45:24','2018-07-24 20:33:21',5.637,12604,42,2,1
'2018-07-24 19:33:40','2018-07-24 22:27:47',13.909,3415,37,1,3
'2018-07-24 19:54:45','2018-07-24 22:19:14',9.249,3415,12,2,1
'2018-07-24 20:11:34','2018-07-24 22:31:47',9.345,24727,1,1,3
'2018-07-24 20:29:34','2018-07-24 22:13:17',6.564,20673,50,1,3
'2018-07-24 20:32:54','2018-07-24 21:35:13',2.498,3968,72,2,1
'2018-07-24 21:10:35','2018-07-24 22:26:32',2.395,20412,32,2,1
'2018-07-24 21:16:33','2018-07-24 22:05:54',2.399,21041,46,2,1
'2018-07-24 21:33:28','2018-07-25 00:27:38',9.431,20412,67,2,3
'2018-07-24 22:29:38','2018-07-25 01:53:58',21.653,6668,27,1,2
'2018-07-24 23:05:02','2018-07-25 00:07:29',6.716,311,82,1,3
'2018-07-24 23:16:12','2018-07-25 00:15:33',2.187,3415,67,1,1
'2018-07-24 23:21:03','2018-07-25 03:40:20',22.738,331,78,2,2
'2018-07-24 23:45:03','2018-07-24 23:57:04',0.61,20673,74,1,1
'2018-07-24 23:58:00','2018-07-25 10:22:32',16.368,20660,66,2,3
'2018-07-24 23:59:46','2018-07-25 02:09:48',12.383,3326,52,2,2
'2018-07-25 00:13:48','2018-07-25 01:24:35',3.96,15689,90,2,3
'2018-07-25 00:39:26','2018-07-25 02:43:22',6.085,331,86,1,3
'2018-07-25 00:45:59','2018-07-25 03:59:35',10.173,300,61,2,3
'2018-07-25 01:01:46','2018-07-25 02:31:21',6.306,317,71,1,2
'2018-07-25 01:33:24','2018-07-25 02:54:39',2.581,20785,54,1,3
'2018-07-25 01:42:15','2018-07-25 09:18:58',13.824,20673,85,1,1
'2018-07-25 01:48:21','2018-07-25 03:29:38',6.451,318,66,1,2
'2018-07-25 01:52:12','2018-07-25 02:04:27',1.179,6663,90,2,2
'2018-07-25 01:56:48','2018-07-25 05:09:34',10.448,109229,14,1,2
'2018-07-25 01:57:11','2018-07-25 03:16:26',2.527,333,64,1,3
'2018-07-25 02:34:58','2018-07-25 04:54:59',13.301,16161,73,2,1
'2018-07-25 02:36:15','2018-07-25 03:26:53',5.17,91342,30,2,1
'2018-07-25 02:45:49','2018-07-25 07:01:22',14.56,133929,81,2,3
'2018-07-25 02:47:15','2018-07-25 05:43:18',16.651,12628,46,1,1
'2018-07-25 03:07:04','2018-07-25 13:43:52',16.794,21073,74,1,1
'2018-07-25 03:07:26','2018-07-25 04:31:50',8.224,21120,50,2,3
'2018-07-25 03:14:25','2018-07-25 05:03:18',11.411,20531,83,1,2
'2018-07-25 03:39:35','2018-07-25 06:22:02',17.343,20673,11,1,1
'2018-07-25 04:10:00','2018-07-25 04:31:05',1.75,20588,85,2,1
'2018-07-25 04:34:08','2018-07-25 04:48:59',1.57,12555,64,1,1
'2018-07-25 11:48:15','2018-07-25 15:46:20',12.353,73817,24,2,1
'2018-07-25 12:01:13','2018-07-25 12:26:54',2.926,12601,80,1,3
'2018-07-25 13:47:58','2018-07-25 15:02:48',6.378,86,55,2,3
'2018-07-25 13:55:06','2018-07-25 23:25:30',13.175,20004,4,1,3
'2018-07-25 14:13:03','2018-07-25 16:02:05',8.64,334,31,2,1
'2018-07-25 14:32:25','2018-07-26 00:11:06',4.256,324,25,2,3
'2018-07-25 15:01:21','2018-07-26 00:07:00',2.87,12604,15,2,1
'2018-07-25 15:10:53','2018-07-25 17:36:29',6.042,287,77,2,2
'2018-07-25 15:11:17','2018-07-25 18:53:22',10.014,322,68,2,1
'2018-07-25 15:14:02','2018-07-26 00:30:04',14.052,20514,4,2,1
'2018-07-25 15:18:04','2018-07-25 16:24:51',6.833,314,75,2,2
'2018-07-25 15:22:28','2018-07-25 19:50:39',10.58,21011,62,1,3
'2018-07-25 15:25:37','2018-07-25 19:59:36',9.698,253379,2,2,3
'2018-07-25 15:30:51','2018-07-25 18:27:27',5.276,20377,83,2,3
'2018-07-25 15:39:52','2018-07-25 20:01:55',23.502,332,35,1,3
'2018-07-25 15:45:25','2018-07-25 19:16:14',4.43,20588,20,1,1
'2018-07-25 15:45:34','2018-07-26 02:24:25',4.672,281,19,2,3
'2018-07-25 15:46:00','2018-07-25 17:08:05',2.792,20445,84,1,2
'2018-07-25 15:47:19','2018-07-26 00:43:59',7.914,20644,50,2,3
'2018-07-25 15:51:12','2018-07-25 20:02:52',13.512,6951,65,1,1
'2018-07-25 15:53:13','2018-07-25 17:34:57',7.738,21120,64,1,1
'2018-07-25 15:57:56','2018-07-25 16:30:18',2.989,20377,57,1,3
'2018-07-25 16:06:43','2018-07-25 18:26:28',3.943,3327,46,1,1
'2018-07-25 16:12:04','2018-07-25 18:06:08',5.594,24727,76,1,1
'2018-07-25 16:14:22','2018-07-25 17:42:18',4.597,20101,86,2,2
'2018-07-25 16:14:34','2018-07-25 19:58:19',6.546,300,71,1,2
'2018-07-25 16:18:20','2018-07-26 00:42:54',15.135,133929,30,1,1
'2018-07-25 16:19:42','2018-07-25 20:36:42',11.633,20764,32,1,2
'2018-07-25 16:20:27','2018-07-25 16:47:26',0.661,20558,65,1,3
'2018-07-25 16:29:23','2018-07-25 21:25:43',13.474,330,89,1,3
'2018-07-25 16:29:33','2018-07-25 17:32:18',2.032,16134,70,1,1
'2018-07-25 16:31:47','2018-07-25 22:10:42',11.625,12498,46,2,3
'2018-07-25 16:37:24','2018-07-25 19:06:28',11.068,6670,11,2,2
'2018-07-25 16:45:53','2018-07-25 19:51:13',5.642,20412,88,1,1
'2018-07-25 16:51:32','2018-07-25 20:04:04',13.13,201,24,1,3
'2018-07-25 16:59:54','2018-07-25 19:51:36',7.849,317,76,2,1
'2018-07-25 17:09:54','2018-07-25 19:34:27',11.795,20577,89,1,2
'2018-07-25 17:14:18','2018-07-26 03:05:01',16.004,133928,28,1,1
'2018-07-25 17:16:19','2018-07-26 00:56:38',13.947,285,69,2,3
'2018-07-25 17:22:30','2018-07-25 23:39:29',13.991,6951,36,1,1
'2018-07-25 17:27:02','2018-07-25 18:51:57',2.274,3324,20,2,2
'2018-07-25 19:03:22','2018-07-25 23:15:37',10.001,20377,52,2,2
'2018-07-25 19:12:00','2018-07-25 20:33:25',3.035,20445,71,2,1
'2018-07-25 19:22:19','2018-07-25 20:24:21',2.021,287,44,2,3
'2018-07-25 19:35:06','2018-07-25 22:03:47',5.981,201,58,2,2
'2018-07-25 19:53:03','2018-07-25 22:59:15',6.685,21058,17,2,3
'2018-07-25 19:57:58','2018-07-25 20:45:27',1.601,314,19,2,2
'2018-07-25 20:04:22','2018-07-25 23:00:53',5.384,259,22,1,3
'2018-07-25 20:13:23','2018-07-25 21:08:09',5.968,73817,90,1,3
'2018-07-25 20:17:59','2018-07-25 23:35:19',7.326,6665,83,1,2
'2018-07-25 20:18:49','2018-07-25 23:11:37',10.395,20303,74,2,3
'2018-07-25 20:24:33','2018-07-25 22:08:16',5.263,184,27,2,3
'2018-07-25 20:44:59','2018-07-26 01:05:27',15.396,329,3,2,2
'2018-07-25 21:00:08','2018-07-26 00:27:56',13.985,109229,25,2,3
'2018-07-25 21:14:14','2018-07-25 21:26:55',1.335,146500,55,1,2
'2018-07-25 21:56:57','2018-07-25 22:36:53',2.096,312,23,1,2
'2018-07-25 22:38:41','2018-07-26 03:06:16',14.758,21041,35,2,2
'2018-07-25 23:02:23','2018-07-26 01:14:08',6.755,21073,6,1,3
'2018-07-25 23:05:05','2018-07-26 00:40:46',10.065,52475,34,1,3
'2018-07-25 23:15:18','2018-07-26 00:35:01',7.389,133928,44,2,1
'2018-07-25 23:18:30','2018-07-26 01:59:01',13.962,322,70,2,3
'2018-07-25 23:45:31','2018-07-26 01:25:48',5.594,6664,49,1,1
'2018-07-26 00:02:52','2018-07-26 12:42:13',16.521,329,41,1,2
'2018-07-26 00:53:05','2018-07-26 02:07:06',2.489,73441,14,2,3
'2018-07-26 00:55:43','2018-07-26 01:55:37',5.818,21094,82,1,1
'2018-07-26 01:06:03','2018-07-26 02:47:00',5.486,20375,51,2,3
'2018-07-26 01:16:45','2018-07-26 02:47:34',9.829,6664,62,1,3
'2018-07-26 01:25:36','2018-07-26 05:15:28',13.898,21011,39,1,1
'2018-07-26 01:58:10','2018-07-26 02:04:43',0.58,315,67,1,1
'2018-07-26 02:18:14','2018-07-26 02:48:47',2.799,318,21,2,3
'2018-07-26 03:08:37','2018-07-26 13:42:11',16.234,317,33,1,3
'2018-07-26 03:09:51','2018-07-26 05:12:04',6.469,312,65,1,2
'2018-07-26 03:10:16','2018-07-26 05:22:47',13.423,20101,27,1,2
'2018-07-26 04:19:50','2018-07-26 06:17:27',13.088,20303,66,1,2
'2018-07-26 04:28:28','2018-07-26 04:51:07',2.327,20294,89,2,2
'2018-07-26 04:32:09','2018-07-26 05:34:53',3.594,282,26,1,3
'2018-07-26 08:23:23','2018-07-26 08:58:31',1.384,20436,61,1,3
'2018-07-26 11:52:23','2018-07-26 15:59:16',12.45,6758,34,1,3
'2018-07-26 13:18:25','2018-07-26 14:37:19',3.922,3991,41,2,2
'2018-07-26 13:30:28','2018-07-26 22:45:55',14.099,20375,59,1,1
'2018-07-26 13:56:59','2018-07-26 16:26:30',9.357,33433,18,1,3
'2018-07-26 13:59:54','2018-07-27 07:26:08',6.949,20303,36,2,2
'2018-07-26 14:02:38','2018-07-26 14:33:14',3.214,20377,26,2,3
'2018-07-26 14:17:53','2018-07-26 20:30:16',13.943,3323,37,1,2
'2018-07-26 14:24:39','2018-07-26 15:48:22',8.193,73441,23,1,1
'2018-07-26 14:26:43','2018-07-26 15:26:25',2.74,20001,69,1,2
'2018-07-26 14:32:58','2018-07-26 15:13:55',4.376,20294,89,2,3
'2018-07-26 14:49:27','2018-07-26 23:12:35',6.857,6758,13,2,3
'2018-07-26 14:58:02','2018-07-26 18:01:38',6.577,6768,66,1,2
'2018-07-26 15:02:13','2018-07-26 15:46:44',2.172,20375,90,2,3
'2018-07-26 15:11:27','2018-07-26 18:34:07',8.915,6665,1,2,1
'2018-07-26 15:15:55','2018-07-27 00:15:41',3.052,282,78,2,3
'2018-07-26 15:17:34','2018-07-26 16:52:53',5.074,21041,47,2,1
'2018-07-26 15:25:53','2018-07-26 23:51:35',22.933,21014,90,2,1
'2018-07-26 15:26:08','2018-07-26 19:45:35',8.234,332,82,2,3
'2018-07-26 15:27:57','2018-07-26 20:38:06',10.435,311,65,2,2
'2018-07-26 15:31:17','2018-07-26 16:07:35',1.169,184,87,2,1
'2018-07-26 15:33:07','2018-07-26 17:35:20',6.065,166575,84,1,2
'2018-07-26 15:38:06','2018-07-26 17:48:06',7.036,21011,66,1,3
'2018-07-26 15:45:19','2018-07-26 16:49:09',6.551,6670,57,2,1
'2018-07-26 15:46:53','2018-07-26 17:49:55',3.63,133928,12,2,3
'2018-07-26 15:49:06','2018-07-26 17:47:15',6.275,12498,13,2,2
'2018-07-26 15:52:32','2018-07-26 22:49:42',18.567,277,45,1,2
'2018-07-26 15:55:28','2018-07-26 23:40:24',5.086,292,3,2,2
'2018-07-26 15:57:55','2018-07-26 16:51:43',1.757,166575,64,2,2
'2018-07-26 15:58:18','2018-07-26 17:47:39',4.346,20552,35,1,1
'2018-07-26 15:59:31','2018-07-26 18:05:05',7.847,92122,29,2,1
'2018-07-26 16:01:50','2018-07-26 19:42:50',5.184,281,41,2,1
'2018-07-26 16:14:49','2018-07-26 18:35:24',3.903,21019,60,2,3
'2018-07-26 16:16:45','2018-07-26 18:03:01',3.299,75111,44,2,2
'2018-07-26 16:17:30','2018-07-26 19:10:48',8.995,20294,14,1,2
'2018-07-26 16:18:37','2018-07-26 17:45:38',2.415,21041,54,2,1
'2018-07-26 16:23:29','2018-07-26 17:59:29',4.868,3327,6,2,3
'2018-07-26 16:27:33','2018-07-26 20:20:13',18.292,6670,29,2,1
'2018-07-26 16:37:43','2018-07-26 22:21:36',10.392,12628,76,1,2
'2018-07-26 16:50:22','2018-07-26 23:42:37',14.95,109090,41,1,1
'2018-07-26 16:51:29','2018-07-26 23:27:57',12.983,20303,68,1,3
'2018-07-26 16:56:20','2018-07-26 23:18:25',2.292,20377,66,1,2
'2018-07-26 16:57:48','2018-07-26 18:35:15',5.282,311,74,1,1
'2018-07-26 17:06:10','2018-07-26 19:45:30',12.583,26375,7,2,2
'2018-07-26 17:06:53','2018-07-27 02:05:50',21.938,21014,31,1,1
'2018-07-26 17:10:02','2018-07-26 18:15:25',1.697,20623,35,1,3
'2018-07-26 17:20:06','2018-07-26 19:52:04',14.207,6670,71,1,1
'2018-07-26 18:45:10','2018-07-26 19:55:34',2.451,21022,8,2,2
'2018-07-26 18:50:31','2018-07-27 00:51:33',13.874,20303,87,2,2
'2018-07-26 19:37:52','2018-07-26 20:42:01',2.094,20608,40,1,2
'2018-07-26 19:49:13','2018-07-26 22:01:42',5.52,6670,40,1,2
'2018-07-26 19:57:40','2018-07-26 22:56:07',8.836,12628,13,1,2
'2018-07-26 20:32:19','2018-07-26 23:06:50',16.124,20558,76,2,3
'2018-07-26 20:34:45','2018-07-26 22:43:12',6.141,190,33,2,2
'2018-07-26 20:51:30','2018-07-26 22:47:21',3.458,44239,52,1,1
'2018-07-26 21:05:30','2018-07-26 23:12:11',6.651,322,22,1,3
'2018-07-26 22:02:47','2018-07-27 01:20:28',20.189,20294,40,2,2
'2018-07-26 22:28:06','2018-07-27 00:57:04',8.299,22503,21,1,1
'2018-07-26 23:11:28','2018-07-26 23:44:06',3.39,20053,91,2,2
'2018-07-26 23:16:57','2018-07-27 02:08:42',14.007,317,40,1,1
'2018-07-26 23:31:48','2018-07-27 01:00:30',4.392,285,3,2,1
'2018-07-26 23:49:56','2018-07-27 00:07:27',0.945,6768,87,2,2
'2018-07-27 00:07:15','2018-07-27 10:06:17',16.266,3323,76,1,2
'2018-07-27 00:21:51','2018-07-27 00:59:52',1.008,328,10,1,1
'2018-07-27 00:40:46','2018-07-27 04:32:59',12.226,15689,20,1,2
'2018-07-27 00:57:30','2018-07-27 03:23:50',13.985,180674,4,2,1
'2018-07-27 01:00:34','2018-07-27 03:25:27',13.88,334,2,2,3
'2018-07-27 01:32:04','2018-07-27 14:37:35',13.919,6669,12,1,1
'2018-07-27 01:50:06','2018-07-27 03:54:01',11.603,20577,53,1,3
'2018-07-27 01:58:27','2018-07-27 03:20:13',2.537,20531,71,1,1
'2018-07-27 01:59:40','2018-07-27 03:15:19',7.468,52475,29,2,2
'2018-07-27 02:03:37','2018-07-27 04:51:22',9.213,12601,47,2,1
'2018-07-27 02:23:24','2018-07-27 05:53:30',21.892,20053,41,2,1
'2018-07-27 02:33:26','2018-07-27 04:45:54',13.577,21120,23,1,1
'2018-07-27 02:40:54','2018-07-27 02:53:04',0.993,20600,48,2,3
'2018-07-27 03:01:46','2018-07-27 05:14:09',12.554,318,33,1,1
'2018-07-27 03:10:51','2018-07-27 04:27:54',4.777,292,21,2,1
'2018-07-27 03:14:30','2018-07-27 04:49:31',10.094,12604,24,2,1
'2018-07-27 03:31:23','2018-07-27 05:38:05',6.669,21073,78,2,1
'2018-07-27 03:31:29','2018-07-27 04:12:16',4.174,20303,45,2,1
'2018-07-27 03:44:31','2018-07-27 04:21:33',3.713,6664,61,2,3
'2018-07-27 03:51:26','2018-07-27 04:02:08',0.949,92122,59,1,1
'2018-07-27 04:07:11','2018-07-27 07:29:42',21.826,20412,38,1,2
'2018-07-27 04:11:45','2018-07-27 13:44:12',14.554,3968,12,2,2
'2018-07-27 04:31:17','2018-07-27 05:15:17',4.591,12555,21,2,3
'2018-07-27 11:44:07','2018-07-27 11:54:48',0.571,21058,79,2,2
'2018-07-27 11:56:44','2018-07-27 15:46:57',11.889,73817,28,2,3
'2018-07-27 13:36:14','2018-07-27 13:49:41',1.377,20673,40,2,2
'2018-07-27 13:38:02','2018-07-27 14:50:12',3.629,6776,6,1,2
'2018-07-27 13:57:51','2018-07-27 18:00:08',13.901,322,55,2,3
'2018-07-27 14:07:27','2018-07-28 01:06:30',11.841,20577,21,2,1
'2018-07-27 14:14:31','2018-07-27 18:14:31',10.372,20616,4,1,1
'2018-07-27 14:24:17','2018-07-27 15:40:40',4.404,20558,31,1,1
'2018-07-27 14:25:34','2018-07-27 16:35:20',8.506,20785,10,2,1
'2018-07-27 14:33:52','2018-07-27 18:34:15',12.87,20660,57,1,1
'2018-07-27 14:48:40','2018-07-27 23:25:49',5.214,21094,7,1,2
'2018-07-27 15:06:16','2018-07-27 19:53:16',14.346,12604,80,2,1
'2018-07-27 15:12:32','2018-07-27 16:20:38',2.949,6668,88,1,2
'2018-07-27 15:13:44','2018-07-27 23:21:23',7.662,12601,20,2,2
'2018-07-27 15:20:30','2018-07-27 20:46:04',10.404,146500,64,2,3
'2018-07-27 15:22:34','2018-07-27 21:01:10',7.555,12555,27,1,2
'2018-07-27 15:25:46','2018-07-27 15:54:07',0.656,146500,31,1,3
'2018-07-27 15:26:12','2018-07-27 23:39:32',20.514,281,82,2,2
'2018-07-27 15:29:20','2018-07-27 23:15:34',26.641,21019,74,1,1
'2018-07-27 15:29:53','2018-07-27 17:10:41',3.198,21057,23,1,2
'2018-07-27 15:44:26','2018-07-27 16:56:32',4.296,133929,90,1,1
'2018-07-27 15:45:18','2018-07-28 00:23:25',3.741,127818,59,1,1
'2018-07-27 15:45:42','2018-07-27 19:26:30',11.548,20321,4,2,2
'2018-07-27 15:47:41','2018-07-27 18:39:33',3.619,16134,49,2,2
'2018-07-27 15:47:44','2018-07-27 17:52:51',6.037,6668,39,1,1
'2018-07-27 15:51:15','2018-07-27 16:53:10',5.873,20660,38,1,2
'2018-07-27 15:52:54','2018-07-27 17:40:45',3.112,109090,2,2,2
'2018-07-27 15:54:34','2018-07-27 17:50:52',5.883,21120,41,1,3
'2018-07-27 15:56:19','2018-07-28 00:30:31',21.012,330,91,2,2
'2018-07-27 15:56:34','2018-07-27 18:13:26',4.425,20407,70,1,3
'2018-07-27 16:01:09','2018-07-28 00:44:02',3.245,324,65,2,3
'2018-07-27 16:02:06','2018-07-27 16:39:50',1.146,20600,42,2,1
'2018-07-27 16:18:16','2018-07-27 17:14:35',1.804,15627,77,2,2
'2018-07-27 16:20:20','2018-07-27 18:35:46',11.316,6663,53,1,3
'2018-07-27 16:21:31','2018-07-27 19:36:58',8.843,20785,23,2,2
'2018-07-27 16:22:24','2018-07-27 19:34:14',11.638,21022,71,1,3
'2018-07-27 16:23:16','2018-07-27 17:51:53',4.061,15689,77,1,2
'2018-07-27 16:30:14','2018-07-27 22:22:16',21.652,21057,58,1,2
'2018-07-27 16:31:21','2018-07-27 17:39:54',2.15,6951,71,2,3
'2018-07-27 16:32:01','2018-07-27 21:47:12',9.071,334,25,2,2
'2018-07-27 16:33:33','2018-07-27 22:19:00',11.085,328,68,2,2
'2018-07-27 16:35:13','2018-07-27 16:56:12',0.569,22503,66,2,3
'2018-07-27 16:41:45','2018-07-28 02:17:52',10.562,3327,30,1,2
'2018-07-27 16:46:42','2018-07-27 21:44:37',18.463,6669,21,1,3
'2018-07-27 16:47:26','2018-07-28 01:31:27',13.699,75111,73,1,2
'2018-07-27 17:09:47','2018-07-27 19:06:36',8.097,20616,88,2,1
'2018-07-27 17:23:56','2018-07-27 20:56:50',19.44,20650,17,2,3
'2018-07-27 18:00:39','2018-07-27 23:29:11',10.76,20375,84,1,1
'2018-07-27 18:16:24','2018-07-27 22:02:19',6.554,91283,26,2,1
'2018-07-27 18:54:24','2018-07-27 19:52:56',1.86,21019,38,1,1
'2018-07-27 19:21:00','2018-07-28 00:56:20',12.849,20321,51,2,1
'2018-07-27 19:45:29','2018-07-27 20:15:26',1.84,108814,69,1,1
'2018-07-27 20:21:45','2018-07-28 00:04:35',13.917,20678,89,2,1
'2018-07-27 20:24:12','2018-07-27 22:41:27',6.158,15627,70,1,1
'2018-07-27 20:36:46','2018-07-28 00:20:57',7.56,232177,23,2,2
'2018-07-27 21:01:38','2018-07-27 22:33:22',8.698,3323,86,1,1
'2018-07-27 21:07:22','2018-07-27 23:38:40',5.692,3327,31,2,1
'2018-07-27 22:10:04','2018-07-27 22:44:13',3.371,285,51,2,3
'2018-07-27 23:04:18','2018-07-28 01:06:51',12.829,6664,27,1,2
'2018-07-27 23:19:28','2018-07-28 00:33:07',4.06,292,82,1,1
'2018-07-27 23:53:19','2018-07-28 00:36:37',4.101,20552,4,1,1
'2018-07-28 00:03:58','2018-07-28 01:39:08',5.278,127818,34,2,1
'2018-07-28 00:16:33','2018-07-28 01:01:44',1.635,334,83,2,3
'2018-07-28 00:18:15','2018-07-28 00:32:29',1.422,109229,66,1,3
'2018-07-28 00:25:51','2018-07-28 02:42:19',13.54,20573,18,2,1
'2018-07-28 00:37:56','2018-07-28 03:20:48',13.887,127818,21,2,3
'2018-07-28 00:52:23','2018-07-28 01:10:50',1.641,20514,21,1,1
'2018-07-28 00:58:19','2018-07-28 17:28:01',14.002,21120,37,2,3
'2018-07-28 01:02:15','2018-07-28 02:15:40',7.792,16134,32,1,2
'2018-07-28 01:13:18','2018-07-29 03:26:26',13.742,73441,51,2,3
'2018-07-28 01:13:45','2018-07-28 02:52:16',9.059,15689,58,1,1
'2018-07-28 01:19:17','2018-07-28 06:38:24',33.72,20678,40,1,3
'2018-07-28 01:23:42','2018-07-28 01:44:38',1.902,6670,49,2,1
'2018-07-28 01:49:15','2018-07-28 07:08:51',13.894,253379,15,2,1
'2018-07-28 01:56:29','2018-07-28 03:05:39',7.316,6664,32,1,2
'2018-07-28 02:54:47','2018-07-28 04:58:19',6.793,20588,33,1,3
'2018-07-28 02:57:10','2018-07-28 05:09:22',13.922,16161,69,1,3
'2018-07-28 03:10:50','2018-07-28 04:27:16',7.841,26375,51,2,3
'2018-07-28 04:05:46','2018-07-28 05:05:28',3.035,44239,49,2,1
'2018-07-28 05:27:14','2018-07-28 20:19:20',41.902,21011,68,2,3
'2018-07-28 06:32:01','2018-07-28 17:25:31',34.797,44239,19,1,3
'2018-07-28 07:45:58','2018-07-28 12:42:42',16.71,6776,18,1,2
'2018-07-28 07:49:27','2018-07-28 10:23:32',8.444,20101,90,2,3
'2018-07-28 08:36:19','2018-07-28 09:08:37',1.718,300,45,2,3
'2018-07-28 10:41:30','2018-07-28 17:00:27',13.896,277,7,1,3
'2018-07-28 13:10:04','2018-07-28 16:05:11',18.423,12604,65,1,2
'2018-07-28 13:40:22','2018-07-28 14:39:32',1.924,20597,46,1,1
'2018-07-28 14:53:31','2018-07-28 15:25:25',2.292,146500,24,2,1
'2018-07-28 14:59:39','2018-07-29 00:08:52',37.226,3415,26,2,2
'2018-07-28 15:06:28','2018-07-28 16:46:26',10.772,232177,56,1,2
'2018-07-28 15:21:34','2018-07-28 15:55:23',3.413,20552,30,2,1
'2018-07-28 15:26:00','2018-07-28 18:51:30',22.825,12604,72,2,3
'2018-07-28 15:26:36','2018-07-28 18:52:57',18.894,317,60,1,1
'2018-07-28 15:46:18','2018-07-28 16:08:01',2.165,287,50,1,2
'2018-07-28 15:46:51','2018-07-28 20:17:50',14.213,16161,63,2,3
'2018-07-28 16:08:40','2018-07-28 17:03:05',2.7,20413,74,2,2
'2018-07-28 16:15:17','2018-07-28 18:25:43',8.838,324,30,2,3
'2018-07-28 17:20:54','2018-07-28 20:55:20',11.231,281,29,2,3
'2018-07-28 17:26:36','2018-07-28 17:44:35',1.87,20673,31,2,1
'2018-07-28 17:58:30','2018-07-28 18:09:19',1.145,324,24,1,3
'2018-07-28 18:12:38','2018-07-29 03:41:59',34.095,15689,72,1,3
'2018-07-28 18:33:24','2018-07-28 20:09:17',6.271,109229,14,2,1
'2018-07-28 18:48:54','2018-07-28 19:41:46',5.481,315,38,2,3
'2018-07-28 19:00:07','2018-07-28 23:39:47',18.681,21014,41,1,2
'2018-07-28 19:24:58','2018-07-28 20:50:28',4.264,73817,64,1,2
'2018-07-28 19:29:01','2018-07-28 19:53:46',2.132,314,14,1,2
'2018-07-28 19:45:28','2018-07-28 20:12:11',2.471,3968,83,2,1
'2018-07-28 19:51:44','2018-07-28 21:06:00',2.352,20407,37,2,1
'2018-07-28 19:58:34','2018-07-29 00:53:13',16.858,20660,48,1,2
'2018-07-28 20:18:25','2018-07-28 22:14:56',10.144,317,33,2,2
'2018-07-28 20:26:33','2018-07-28 21:45:57',4.12,3968,60,1,1
'2018-07-28 20:36:47','2018-07-28 23:35:12',13.9,6951,31,1,3
'2018-07-28 21:28:54','2018-07-28 21:41:49',0.635,287,31,1,3
'2018-07-28 21:46:11','2018-07-28 23:02:25',2.389,33433,72,2,3
'2018-07-28 21:55:35','2018-07-29 07:57:15',12.936,20531,37,1,3
'2018-07-28 22:03:07','2018-07-28 22:27:28',2.503,20644,43,2,3
'2018-07-28 22:39:18','2018-07-28 22:59:31',2.102,300,11,1,1
'2018-07-28 22:47:03','2018-07-28 23:05:42',1.026,201,49,2,1
'2018-07-28 23:06:29','2018-07-28 23:14:29',0.781,184,73,2,3
'2018-07-28 23:13:38','2018-07-29 00:12:16',2.971,3324,23,1,3
'2018-07-28 23:47:13','2018-07-29 03:27:33',13.993,6951,22,2,3
'2018-07-28 23:48:46','2018-07-29 01:13:33',8.394,91283,75,2,3
'2018-07-28 23:49:24','2018-07-29 00:26:17',3.213,21046,74,2,1
'2018-07-29 00:05:04','2018-07-29 00:13:12',0.827,12555,50,1,2
'2018-07-29 00:18:29','2018-07-29 03:26:40',13.891,332,31,2,3
'2018-07-29 00:20:59','2018-07-29 01:06:30',4.308,20660,26,2,3
'2018-07-29 00:23:20','2018-07-29 02:26:24',6.541,20678,32,1,2
'2018-07-29 00:28:03','2018-07-29 03:58:13',11.178,20303,75,2,1
'2018-07-29 00:49:15','2018-07-29 04:33:46',12.49,292,16,1,1
'2018-07-29 00:53:07','2018-07-29 03:26:40',13.879,108814,31,2,1
'2018-07-29 02:13:25','2018-07-29 03:33:55',7.657,20573,84,1,1
'2018-07-29 02:24:04','2018-07-29 03:31:39',6.914,86,22,2,2
'2018-07-29 02:24:44','2018-07-29 02:46:20',2.177,143775,79,2,1
'2018-07-29 03:19:14','2018-07-29 14:37:34',41.897,281,65,2,1
'2018-07-29 04:06:50','2018-07-29 06:30:42',5.681,281,23,1,3
